what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1668879503005
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1668879503005
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1668879503005
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1668879503005
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1668879503005
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1668879503005
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1668879503005
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1668879503005
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1668879503009
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1668879503009
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1668879503009
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1668879503009
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1668879503009
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1668879503009
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1668879503009
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1668879503009
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1668879503009
started,bundle,com.altera.sbtgui.integration,12.1.0.177,"com.altera.sbtgui.integration",1668879503009
started,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1668879503013
started,bundle,com.altera.sbtgui.project,12.1.0.177,"com.altera.sbtgui.project",1668879503013
started,bundle,com.altera.systemconsole,12.1.0.177,"com.altera.systemconsole",1668879503013
started,bundle,com.altera.systemconsole.designs.plugin,12.1.0.177,"com.altera.systemconsole.designs.plugin",1668879503013
started,bundle,com.altera.systemconsole.scripting,12.1.0.177,"com.altera.systemconsole.scripting",1668879503013
started,bundle,com.altera.utilities,12.1.0.177,"com.altera.utilities",1668879503013
os,sysinfo,,,"win32",1668879503013
arch,sysinfo,,,"x86",1668879503013
ws,sysinfo,,,"win32",1668879503013
locale,sysinfo,,,"en_GB",1668879503013
processors,sysinfo,,,"4",1668879503013
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1668879503013
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1668879503013
java.specification.name,sysinfo,,,"Java Platform API Specification",1668879503013
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1668879503013
java.specification.version,sysinfo,,,"1.6",1668879503013
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1668879503013
java.version,sysinfo,,,"1.6.0_23",1668879503013
java.vm.info,sysinfo,,,"mixed mode",1668879503013
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1668879503013
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1668879503013
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1668879503013
java.vm.specification.version,sysinfo,,,"1.0",1668879503013
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1668879503013
java.vm.version,sysinfo,,,"19.0-b09",1668879503013
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1668879504769
started,bundle,com.altera.sbtgui.core,12.1.0.177,"com.altera.sbtgui.core",1668879504841
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1668879504871
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1668879507605
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1668879508623
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1668879508623
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1668879508631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668879508664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668879510969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668879534489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668879546814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668879563723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668879565916
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1668879568277
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1668879568277
opened,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1668879570715
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1668879570962
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1668879570984
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1668879571047
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x8000020, /cygdrive/d/CO503AdvancedEmbeddedSystems/Newfolder/JFEG_SOC/software/JPEG_Encoder/JPEG_Encoder.elf] return code: 4, 'other error'",1668879578792
error,log,,,"Downloading ELF Process failed",1668879578792
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668879578814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668879585739
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1668879588175
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1668879608068
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1668879608252
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1668879608252
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1668879608353
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1668879608353
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1668879608769
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1668879621265
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1668879621281
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1668879621281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668879624404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668879627611
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1668879627727
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1668879628045
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1668879628048
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.1.0.177,"com.altera.debug.cdi.gdb.plugin",1668879628049
stopped,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1668879628049
stopped,bundle,com.altera.sbtgui.ui,12.1.0.177,"com.altera.sbtgui.ui",1668879628049
stopped,bundle,com.altera.sbtgui.project,12.1.0.177,"com.altera.sbtgui.project",1668879628049
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1668879628049
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1668879628049
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1668879628050
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1668879628050
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1668879628050
